Ref,Val,Package,PosX,PosY,Rot,Side
"C1","C","CP_Elec_16x17.5",151.950000,-91.700000,180.000000,top
"C2","C","CP_Elec_10x10",124.750000,-89.100000,0.000000,top
"C3","C 150uF","CP_Elec_10x10",137.100000,-102.850000,90.000000,top
"CY1","C","CC1808KKX7RCBB102",139.650000,-85.100000,0.000000,top
"F1","Fuse","5STP 1.25-R",113.050000,-65.995100,-90.000000,top
"L1","L","SMDRI127-470MT",123.700000,-101.850000,0.000000,top
"R1","R","SMW212RJT",120.350000,-74.900000,90.000000,top
