Ref,Val,Package,PosX,PosY,Rot,Side
"J1","XF2M-3315-1A","CONN_ED097OC4",113.575000,-96.866750,0.000000,top
"J2","CONN_AXE544127A_PAN","AXE544127A",113.600000,-114.150000,0.000000,top
