"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"J1";"CONN_ED097OC4";1;"XF2M-3315-1A";;;
2;"J2";"AXE544127A";1;"CONN_AXE544127A_PAN";;;
